election_year,election_date,country,election_type,post_id,post_type,post_date,modified,days_from_election,title,url,categories,source,match_score,match_reasons
2023,10/10/2023,Liberia,Presidential,24504,post,18/09/2025,18/09/2025,709,is ebola in liberia?,https://dubawa.org/is-ebola-in-liberia/,1571|1960,category-only,6,category:1960; title:liberia; body:nimba
2023,10/10/2023,Liberia,Presidential,24381,post,12/09/2025,12/09/2025,703,false! liberia not only country in africa that has set aside flag day holiday,https://dubawa.org/false-liberia-not-only-country-in-africa-that-has-set-aside-flag-day-holiday/,1571|3815|1960,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,24278,post,05/09/2025,05/09/2025,696,false! liberia slumped in 2025 global peace index report,https://dubawa.org/false-liberia-slumped-in-2025-global-peace-index-report/,1571|3815|1960,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,24274,post,05/09/2025,05/09/2025,696,"photo of man’s head tied in bloody white cloth, not from sup’s protest",https://dubawa.org/photo-of-mans-head-tied-in-bloody-white-cloth-not-from-sups-protest/,1571|1960,category-only,5,category:1960; body:liberia; body:boakai
2023,10/10/2023,Liberia,Presidential,24224,post,30/08/2025,30/08/2025,690,all liberian party not first registered party to build headquarters in the country,https://dubawa.org/all-liberian-party-not-first-registered-party-to-build-headquarters-in-the-country/,1960|1571|3815,category-only,6,category:1960; title:liberia; body:monrovia
2023,10/10/2023,Liberia,Presidential,24220,post,30/08/2025,30/08/2025,690,"morning show host in liberia makes misleading claims about party headquarters, vocational school",https://dubawa.org/morning-show-host-in-liberia-makes-misleading-claims-about-party-headquarters-vocational-school/,1960|1571|3815,category-only,9,category:1960; title:liberia; body:monrovia; body:george weah; body:weah; body:unity party
2023,10/10/2023,Liberia,Presidential,24150,post,26/08/2025,26/08/2025,686,liberia s drug crisis: a national emergency!,https://dubawa.org/liberias-drug-crisis-a-national-emergency/,1960|1572|121|3815,category-only,8,category:1960; title:liberia; body:monrovia; body:joseph boakai; body:boakai
2023,10/10/2023,Liberia,Presidential,24109,post,25/08/2025,25/08/2025,685,former president weah did not spend 58 days out of liberia,https://dubawa.org/former-president-weah-did-not-spend-58-days-out-of-liberia/,1960|1571|3815|16,category-only,9,category:1960; title:liberia; body:george weah; title:weah; body:boakai
2023,10/10/2023,Liberia,Presidential,24077,post,22/08/2025,22/08/2025,682,misleading! the liberia anti-corruption commission did not receive over $1 million budgetary increment for the first time,https://dubawa.org/misleading-the-liberia-anti-corruption-commission-did-not-receive-over-1-million-budgetary-increment-for-the-first-time/,1960|120|1571|3815,category-only,7,category:1960; title:liberia; body:joseph boakai; body:boakai
2023,10/10/2023,Liberia,Presidential,24064,post,22/08/2025,22/08/2025,682,has facebook been monetised in liberia?,https://dubawa.org/has-facebook-been-monetised-in-liberia/,1960|1571|3815|123,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,24026,post,20/08/2025,24/10/2025,680,the spoon tv owner did not buy freedom fm 87.9,https://dubawa.org/the-spoon-tv-owner-did-not-buy-freedom-fm-87-9/,1960|1571|123,category-only,4,category:1960; body:monrovia
2023,10/10/2023,Liberia,Presidential,24010,post,19/08/2025,19/08/2025,679,has cdc built new party headquarters?,https://dubawa.org/has-cdc-built-new-party-headquarters/,1960|1571|3815|16,category-only,6,category:1960; body:liberia; body:george weah; body:weah
2023,10/10/2023,Liberia,Presidential,23976,post,14/08/2025,14/08/2025,674,has liberia s ship registry surpassed panama?,https://dubawa.org/has-liberias-ship-registry-surpassed-panama/,1960|120|1571|3812,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,23897,post,10/08/2025,10/08/2025,670,was tubman of liberia the only african president to meet the queen of england?,https://dubawa.org/was-tubman-of-liberia-the-only-african-president-to-meet-the-queen-of-england/,123|1571|1960,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,23752,post,29/07/2025,29/07/2025,658,dubawa verifies claims by kenyan journalist jeff koinange,https://dubawa.org/dubawa-verifies-claims-by-kenyan-journalist-jeff-koinange/,1960|437|1571|3812|3815,category-only,7,category:1960; body:liberia; body:george weah; body:weah; body:nimba
2023,10/10/2023,Liberia,Presidential,23735,post,28/07/2025,28/07/2025,657,"misleading! university of liberia student enrollment was not below 10,000 before free tuition",https://dubawa.org/misleading-university-of-liberia-student-enrollment-was-not-below-10000-before-free-tuition/,1571|3815|1960,category-only,7,category:1960; title:liberia; body:george weah; body:weah
2023,10/10/2023,Liberia,Presidential,23732,post,28/07/2025,28/07/2025,657,"photo of ‘unconscious’ man on stretcher from nigeria, not from liberia",https://dubawa.org/photo-of-unconscious-man-on-stretcher-from-nigeria-not-from-liberia/,1571|1960,category-only,6,category:1960; title:liberia; body:monrovia
2023,10/10/2023,Liberia,Presidential,23686,post,23/07/2025,23/07/2025,652,did cdc administration budget exceed $600 million mark?,https://dubawa.org/did-cdc-administration-budget-exceed-600-million-mark/,1571|4|3812|3815|1960,category-only,5,category:1960; body:boakai; body:unity party
2023,10/10/2023,Liberia,Presidential,23669,post,21/07/2025,21/07/2025,650,was cdc youth chairperson arrested with gun during july 17 protest?,https://dubawa.org/was-cdc-youth-chairperson-arrested-with-gun-during-july-17-protest/,1571|4|3812|3815|1960,category-only,7,category:1960; body:liberia; body:monrovia; body:joseph boakai; body:boakai
2023,10/10/2023,Liberia,Presidential,23643,post,18/07/2025,18/07/2025,647,did boakai say china has conducted comprehensive survey of liberia s mineral resources?,https://dubawa.org/did-boakai-say-china-has-conducted-comprehensive-survey-of-liberias-mineral-resources/,1960|3815,category-only,8,category:1960; title:liberia; body:joseph boakai; title:boakai
2023,10/10/2023,Liberia,Presidential,23624,post,17/07/2025,17/07/2025,646,"image of mc caro in an accident, not new",https://dubawa.org/image-of-mc-caro-in-an-accident-not-new/,1571|3815|1960,category-only,4,category:1960; body:liberia
2023,10/10/2023,Liberia,Presidential,23621,post,17/07/2025,17/07/2025,646,boakai has not attacked trump for complimenting his command of english language,https://dubawa.org/boakai-has-not-attacked-trump-for-complimenting-his-command-of-english-language/,1571|4|3815|1960,category-only,7,category:1960; body:liberia; body:joseph boakai; title:boakai
2023,10/10/2023,Liberia,Presidential,23589,post,14/07/2025,14/07/2025,643,is president boakai rated most educated president in africa?,https://dubawa.org/is-president-boakai-rated-most-educated-president-in-africa/,123|1571|3815|1960,category-only,7,category:1960; body:liberia; body:joseph boakai; title:boakai
2023,10/10/2023,Liberia,Presidential,23581,post,14/07/2025,14/07/2025,643,liberia not only country with validity dates on nir cards,https://dubawa.org/liberia-not-only-country-with-validity-dates-on-nir-cards/,1571|4|3815|1960,category-only,6,category:1960; title:liberia; body:boakai
2023,10/10/2023,Liberia,Presidential,23488,post,07/07/2025,07/07/2025,636,false! fee for liberia’s national id card has not increased,https://dubawa.org/false-fee-for-liberias-national-id-card-has-not-increased/,1571|3815|1960,category-only,7,category:1960; title:liberia; body:weah; body:boakai
2023,10/10/2023,Liberia,Presidential,23455,post,03/07/2025,03/07/2025,632,did iranians burn the liberian flag in place of the u.s. flag amidst conflict with israel?,https://dubawa.org/did-iranians-burn-the-liberian-flag-in-place-of-the-u-s-flag-amidst-conflict-with-israel/,1960|1571,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,23452,post,03/07/2025,03/07/2025,632,"video of crashed plane in muddy water, fake!",https://dubawa.org/video-of-crashed-plane-in-muddy-water-fake/,1960|1571|3815,category-only,3,category:1960
2023,10/10/2023,Liberia,Presidential,23434,post,02/07/2025,02/07/2025,631,is arcelormittal liberia s iron ore concentrator plant largest in africa?,https://dubawa.org/is-arcelormittal-liberias-iron-ore-concentrator-plant-largest-in-africa/,120|1960|123,category-only,8,category:1960; title:liberia; body:joseph boakai; body:boakai; body:nimba
2023,10/10/2023,Liberia,Presidential,23274,post,23/06/2025,23/06/2025,622,is liberian artist king dennis dead?,https://dubawa.org/is-liberian-artist-king-dennis-dead/,1960|1571|3815|123,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,23255,post,19/06/2025,19/06/2025,618,"printing press shutdown and nepotism allegations against mayor siafa, false",https://dubawa.org/printing-press-shutdown-and-nepotism-allegations-against-mayor-siafa/,1571|3812|3815|1960,category-only,5,category:1960; body:monrovia; body:unity party
2023,10/10/2023,Liberia,Presidential,23152,post,14/06/2025,14/06/2025,613,false! the police ig did not call to apologise to cllr. koffa,https://dubawa.org/false-the-police-ig-did-not-call-to-apologise-to-cllr-koffa/,1960|3815|119,category-only,4,category:1960; body:liberia
2023,10/10/2023,Liberia,Presidential,23148,post,14/06/2025,14/06/2025,613,false! morlu was not arrested by the lnp over arson,https://dubawa.org/false-morlu-was-not-arrested-by-the-lnp-over-arson/,1960|4|3815|123,category-only,5,category:1960; body:liberia; body:monrovia
2023,10/10/2023,Liberia,Presidential,23142,post,14/06/2025,14/06/2025,613,true! the ship that recently sank off the indian coast was liberian-flagged,https://dubawa.org/true-the-ship-that-recently-sank-off-the-indian-coast-was-liberian-flagged/,1960|1571|3812|3815,category-only,6,category:1960; title:liberia; body:unity party
2023,10/10/2023,Liberia,Presidential,23124,post,12/06/2025,12/06/2025,611,did city court deny ex-speaker koffa and others bail?,https://dubawa.org/did-city-court-deny-ex-speaker-koffa-and-others-bail/,1571|3815|1960|16,category-only,5,category:1960; body:liberia; body:monrovia
2023,10/10/2023,Liberia,Presidential,23121,post,12/06/2025,12/06/2025,611,false! liberia is not an african nation with the longest warning for illegal fishing,https://dubawa.org/false-liberia-is-not-an-african-nation-with-the-longest-warning-for-illegal-fishing/,1960|3812|3815,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,23086,post,11/06/2025,11/06/2025,610,"cjid’s laymah, others, enter guinness world records with ‘the song’ 195 from frequency school",https://dubawa.org/cjids-laymah-others-enter-guinness-world-records-with-the-song-195-from-frequency-school/,1960|3815|1688,category-only,4,category:1960; body:liberia
2023,10/10/2023,Liberia,Presidential,23056,post,05/06/2025,05/06/2025,604,fy2025 national budget of liberia does not support martin kollie’s claim for fuel and scratch card expenses,https://dubawa.org/fy2025-national-budget-of-liberia-does-not-support-martin-kollies-claim-for-fuel-and-scratch-card-expenses/,1571|3815|1960,category-only,7,category:1960; title:liberia; body:joseph boakai; body:boakai
2023,10/10/2023,Liberia,Presidential,23053,post,05/06/2025,05/06/2025,604,"viral claim, images suggesting president boakai was injured in a plane incident, not from liberia",https://dubawa.org/viral-claim-images-suggesting-president-boakai-was-injured-in-a-plane-incident-not-from-liberia/,1571|3815|1960,category-only,9,category:1960; title:liberia; body:weah; body:joseph boakai; title:boakai
2023,10/10/2023,Liberia,Presidential,23050,post,05/06/2025,05/06/2025,604,did the csa boss admit $48 million went missing?,https://dubawa.org/did-the-csa-boss-admit-48-million-went-missing/,1571|4|3812|3815|1960,category-only,4,category:1960; body:liberia
2023,10/10/2023,Liberia,Presidential,23044,post,05/06/2025,05/06/2025,604,flights to and from liberia were not cancelled until may 31,https://dubawa.org/flights-to-and-from-liberia-were-not-cancelled-until-may-31/,1571|3815|1960,category-only,6,category:1960; title:liberia; body:boakai
2023,10/10/2023,Liberia,Presidential,23001,post,02/06/2025,02/06/2025,601,liberia’s speaker koon’s convoy did not kill motorcyclist,https://dubawa.org/liberias-speaker-koons-convoy-did-not-kill-motorcyclist/,1960|1571|119,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,22966,post,30/05/2025,30/05/2025,598,"false! images of a pastor in fatal miracle antics, not in nimba county",https://dubawa.org/false-images-of-a-pastor-in-fatal-miracle-antics-not-in-nimba-county/,1571|4|3815|1960,category-only,6,category:1960; body:liberia; title:nimba
2023,10/10/2023,Liberia,Presidential,22955,post,29/05/2025,30/05/2025,597,has burkina faso banned porn websites?,https://dubawa.org/has-burkina-faso-banned-porn-websites/,1960|1571|4|3812|3815,category-only,4,category:1960; body:liberia
2023,10/10/2023,Liberia,Presidential,22951,post,29/05/2025,30/05/2025,597,false! video of boakai protesting  not recorded at ‘weah must step down’ protest,https://dubawa.org/false-video-of-boakai-protesting-not-recorded-at-weah-must-step-down-protest/,1571|4|3812|3815|1960,category-only,11,category:1960; body:liberia; body:monrovia; body:george weah; title:weah; body:joseph boakai; title:boakai
2023,10/10/2023,Liberia,Presidential,22948,post,29/05/2025,29/05/2025,597,did thieves chop off motorcyclist’s hand in liberia?,https://dubawa.org/did-thieves-chop-off-motorcyclists-hand-in-liberia/,1960|1571|3812|3815,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,22892,post,26/05/2025,26/05/2025,594,mixed reactions greet religious holidays bill in liberia,https://dubawa.org/mixed-reactions-greet-religious-holidays-bill-in-liberia/,1960|1572|4|3812|3815,category-only,6,category:1960; title:liberia; body:monrovia
2023,10/10/2023,Liberia,Presidential,22856,post,23/05/2025,25/05/2025,591,has the liberian exchange rate hit l$200 to 1 usd?,https://dubawa.org/has-the-liberian-exchange-rate-hit-l200-to-1-usd/,1960|120|3815,category-only,9,category:1960; title:liberia; body:george weah; body:weah; body:joseph boakai; body:boakai
2023,10/10/2023,Liberia,Presidential,22847,post,23/05/2025,23/05/2025,591,"claim no foreign direct investment under weah’s administration, false",https://dubawa.org/claim-no-foreign-direct-investment-under-weahs-administration-false/,1960|3815|16,category-only,8,category:1960; body:liberia; body:george weah; title:weah; body:unity party
2023,10/10/2023,Liberia,Presidential,22825,post,22/05/2025,22/05/2025,590,estimated number of deaths caused by mpox in dr congo in 2024 not 537,https://dubawa.org/estimated-number-of-deaths-caused-by-mpox-in-dr-congo-in-2024-not-537/,1571|1960,category-only,4,category:1960; body:liberia
2023,10/10/2023,Liberia,Presidential,22811,post,21/05/2025,28/05/2025,589,viral photo of overcrowded prison is not from liberia,https://dubawa.org/viral-photo-of-overcrowded-prison-is-not-from-liberia/,1571|437|3815|1960,category-only,6,category:1960; title:liberia; body:monrovia
2023,10/10/2023,Liberia,Presidential,22762,post,19/05/2025,19/05/2025,587,"false! the estimated number of  liberia’s police officers not 2,373",https://dubawa.org/false-the-estimated-number-of-liberias-police-officers-not-2373/,1960|4|3812|3815,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,22731,post,16/05/2025,16/05/2025,584,did martin’s post trigger revocation of quack doctor’s license?,https://dubawa.org/did-martins-post-trigger-revocation-of-quack-doctors-license/,1571|1960,category-only,4,category:1960; body:liberia
2023,10/10/2023,Liberia,Presidential,22705,post,14/05/2025,14/05/2025,582,does liberia fund 33 embassies or foreign missions?,https://dubawa.org/does-liberia-fund-33-embassies-or-foreign-missions/,1960|1571|4|3812|3815,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,22700,post,14/05/2025,14/05/2025,582,liberian government did not endorse protest for burkina faso’s president,https://dubawa.org/liberian-government-did-not-endorse-protest-for-burkina-fasos-president/,1571|3812|3815|1960,category-only,6,category:1960; title:liberia; body:monrovia
2023,10/10/2023,Liberia,Presidential,22667,post,12/05/2025,12/05/2025,580,commerce inspector general dorr cooper has not been dismissed,https://dubawa.org/commerce-inspector-general-dorr-cooper-has-not-been-dismissed/,1571|4|3815|1960,category-only,7,category:1960; body:liberia; body:joseph boakai; body:boakai; body:unity party
2023,10/10/2023,Liberia,Presidential,22658,post,12/05/2025,12/05/2025,580,dorley’s european titles comparison with weah is misleading,https://dubawa.org/dorleys-european-titles-comparison-with-weah-is-misleading/,1960|4|3812|3815,category-only,8,category:1960; body:liberia; body:monrovia; body:george weah; title:weah
2023,10/10/2023,Liberia,Presidential,22637,post,10/05/2025,10/05/2025,578,did liberia’s first lady build high school in sinoe county?,https://dubawa.org/did-liberias-first-lady-build-high-school-in-sinoe-county/,1960|1571|4|3815,category-only,7,category:1960; title:liberia; body:joseph boakai; body:boakai
2023,10/10/2023,Liberia,Presidential,22570,post,06/05/2025,06/05/2025,574,"has liberian speaker, fonati koffa, resigned?",https://dubawa.org/has-liberian-speaker-fonati-koffa-resigned/,1571|3815|1960,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,22488,post,28/04/2025,28/04/2025,566,false! university of liberia s budget has not increased to $35 million,https://dubawa.org/false-university-of-liberias-budget-has-not-increased-to-35-million/,1571|120|4|3812|3815|1960,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,22369,post,21/04/2025,21/04/2025,559,"false! video of man set ablaze is from nigeria, not liberia",https://dubawa.org/false-video-of-man-set-ablaze-is-from-nigeria-not-liberia/,1960|1571|3812|3815,category-only,6,category:1960; title:liberia; body:monrovia
2023,10/10/2023,Liberia,Presidential,22327,post,16/04/2025,16/04/2025,554,#behindthefacts: jackson shares lessons from fact-checking prominent liberian activist,https://dubawa.org/behindthefacts-jackson-shares-lessons-from-fact-checking-prominent-liberian-activist/,1572|3815|1960,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,22262,post,14/04/2025,14/04/2025,552,religious groups deny issuing viral statement in support of koon,https://dubawa.org/religious-groups-deny-issuing-viral-statement-in-support-of-koon/,1571|4|3815|1960,category-only,4,category:1960; body:liberia
2023,10/10/2023,Liberia,Presidential,22191,post,03/04/2025,03/04/2025,541,false! liberia council of churches president not suspended,https://dubawa.org/false-liberia-council-of-churches-president-not-suspended/,437|1571|4|3812|3815|1960,category-only,7,category:1960; title:liberia; body:monrovia; body:boakai
2023,10/10/2023,Liberia,Presidential,22035,post,25/03/2025,25/03/2025,532,false! burkina faso’s president ibrahim traoré has not rejected loans from the world bank,https://dubawa.org/false-burkina-fasos-president-ibrahim-traore-has-not-rejected-loans-from-the-world-bank/,1571|4|3815|1960|16,category-only,3,category:1960
2023,10/10/2023,Liberia,Presidential,22003,post,20/03/2025,20/03/2025,527,"false! the bong county council did not approve $100,000 for bean cultivation",https://dubawa.org/false-the-bong-county-council-did-not-approve-100000-for-bean-cultivation/,1571|3815|1960,category-only,4,category:1960; body:liberia
2023,10/10/2023,Liberia,Presidential,22000,post,20/03/2025,20/03/2025,527,false! supreme court did not order liberia’s finance ministry to pay seven suspended lawmakers,https://dubawa.org/false-supreme-court-did-not-order-liberias-finance-ministry-to-pay-seven-suspended-lawmakers/,1571|3815|1960,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,21957,post,17/03/2025,17/03/2025,524,dubawa verifies several claims by liberian activist martin kollie,https://dubawa.org/dubawa-verifies-several-claims-by-liberian-activist-martin-kollie/,1571|4|3812|3815|1960,category-only,7,category:1960; title:liberia; body:joseph boakai; body:boakai
2023,10/10/2023,Liberia,Presidential,21937,post,15/03/2025,15/03/2025,522,false! liberia’s former traditional chief is not dead,https://dubawa.org/false-liberias-former-traditional-chief-is-not-dead/,1571|3815|1960,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,21926,post,13/03/2025,13/03/2025,520,did president boakai tell citizens to buy guns?,https://dubawa.org/did-president-boakai-tell-citizens-to-buy-guns/,1571|4|3815|1960,category-only,8,category:1960; body:liberia; body:monrovia; body:joseph boakai; title:boakai
2023,10/10/2023,Liberia,Presidential,21912,post,12/03/2025,12/03/2025,519,no factual basis for claim umu is introducing same-sex marriage courses,https://dubawa.org/no-factual-basis-for-claim-umu-is-introducing-same-sex-marriage-courses/,1571|1960,category-only,4,category:1960; body:liberia
2023,10/10/2023,Liberia,Presidential,21759,post,26/02/2025,26/02/2025,505,#behindthefacts: laymah’s daring investigation revived focus on disturbing reality in whein town,https://dubawa.org/behindthefacts-laymahs-daring-investigation-revived-focus-on-disturbing-reality-in-whein-town/,3825|3815|1960,category-only,4,category:1960; body:monrovia
2023,10/10/2023,Liberia,Presidential,21748,post,25/02/2025,25/02/2025,504,false! motorbike riders did not kill 10 officers of liberia’s national police,https://dubawa.org/false-motorbike-riders-did-not-kill-10-officers-of-liberias-national-police/,1571|3812|3815|1960,category-only,6,category:1960; title:liberia; body:monrovia
2023,10/10/2023,Liberia,Presidential,21731,post,24/02/2025,24/02/2025,503,misleading! boakai’s government has not constructed 19 kilometres of ganta to saclepea road,https://dubawa.org/misleading-boakais-government-has-not-constructed-19-kilometres-of-ganta-to-saclepea-road/,1960|4|3812|3815,category-only,8,category:1960; body:liberia; body:weah; body:joseph boakai; title:boakai
2023,10/10/2023,Liberia,Presidential,21713,post,23/02/2025,23/02/2025,502,"misleading! in 7 years, liberia climbed by one point on corruption perception index",https://dubawa.org/misleading-in-7-years-liberia-climbed-by-one-point-on-corruption-perception-index/,1571|4|3812|3815|1960,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,21704,post,20/02/2025,20/02/2025,499,"ministry of finance has not reduced salaries, public officials’ benefits amid us aid freeze",https://dubawa.org/ministry-of-finance-has-not-reduced-salaries-public-officials-benefits-amid-us-aid-freeze/,1571|4|3812|3815|1960,category-only,7,category:1960; body:liberia; body:joseph boakai; body:boakai; body:unity party
2023,10/10/2023,Liberia,Presidential,21701,post,20/02/2025,20/02/2025,499,false! liberia’s maurice tosh did not win $1m from lonestar,https://dubawa.org/false-liberias-maurice-tosh-did-not-win-1m-from-lonestar/,1571|4|3812|3815|1960,category-only,6,category:1960; title:liberia; body:monrovia
2023,10/10/2023,Liberia,Presidential,21685,post,20/02/2025,20/02/2025,499,false to suggest weah fired no one during his administration,https://dubawa.org/false-to-suggest-weah-fired-no-one-during-his-administration/,1571|1960|16,category-only,9,category:1960; body:liberia; body:george weah; title:weah; body:joseph boakai; body:boakai
2023,10/10/2023,Liberia,Presidential,21659,post,18/02/2025,18/02/2025,497,boakai’s suspension of over 400 government officials and matters arising,https://dubawa.org/boakais-suspension-of-over-400-government-officials-and-matters-arising/,1572|1960|16,category-only,8,category:1960; body:liberia; body:monrovia; title:boakai; body:nimba
2023,10/10/2023,Liberia,Presidential,21651,post,18/02/2025,18/02/2025,497,false! more than two lta commissioners declared their assets,https://dubawa.org/false-more-than-two-lta-commissioners-declared-their-assets/,1571|3815|1960,category-only,5,category:1960; body:liberia; body:boakai
2023,10/10/2023,Liberia,Presidential,21596,post,13/02/2025,13/02/2025,492,misleading! liberia has low hiv rate among african countries,https://dubawa.org/misleading-liberia-has-low-hiv-rate-among-african-countries/,1571|3815|1960,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,21593,post,13/02/2025,13/02/2025,492,false! plastics do not make up 20% of liberia’s waste composition,https://dubawa.org/false-plastics-do-not-make-up-20-of-liberias-waste-composition/,1960|1571|3815,category-only,6,category:1960; title:liberia; body:monrovia
2023,10/10/2023,Liberia,Presidential,21573,post,12/02/2025,12/02/2025,491,did liberians in u.s. remit more than national budget by 2023?,https://dubawa.org/did-liberians-in-u-s-remit-more-than-national-budget-by-2023/,1571|120|3812|3815|1960,category-only,7,category:1960; title:liberia; body:joseph boakai; body:boakai
2023,10/10/2023,Liberia,Presidential,21562,post,12/02/2025,12/02/2025,491,misleading! panama has not agreed to stop charging u.s. vessels using panama canal,https://dubawa.org/misleading-panama-has-not-agreed-to-stop-charging-u-s-vessels-using-panama-canal/,123|437|1571|4|3812|3815|1960|16,category-only,4,category:1960; body:liberia
2023,10/10/2023,Liberia,Presidential,21550,post,11/02/2025,11/02/2025,490,misleading! liberia did not pay $9m annually for power supply,https://dubawa.org/misleading-liberia-did-not-pay-9m-annually-for-power-supply/,1571|4|3812|3815|1960,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,21520,post,09/02/2025,09/02/2025,488,false! tinubu has not shutdown nigeria’s embassy in u.s.,https://dubawa.org/false-tinubu-has-not-shutdown-nigerias-embassy-in-u-s/,1960|3815|16,category-only,4,category:1960; body:liberia
2023,10/10/2023,Liberia,Presidential,21407,post,29/01/2025,30/01/2025,477,misleading! liberia has not gotten mcc compact 2,https://dubawa.org/misleading-liberia-has-not-gotten-mcc-compact-2/,1571|3815|1960|16,category-only,8,category:1960; title:liberia; body:monrovia; body:joseph boakai; body:boakai
2023,10/10/2023,Liberia,Presidential,21404,post,29/01/2025,29/01/2025,477,misleading! senate protem lawrence’s vehicle doesn’t cost $100k,https://dubawa.org/misleading-senate-protem-lawrences-vehicle-doesnt-cost-100k/,1571|3815|1960|16,category-only,8,category:1960; body:liberia; body:monrovia; body:george weah; body:weah; body:unity party
2023,10/10/2023,Liberia,Presidential,21394,post,27/01/2025,27/01/2025,475,false to suggest there are no countries with birthright citizenship,https://dubawa.org/false-to-suggest-there-are-no-countries-with-birthright-citizenship/,1571|3815|1960,category-only,3,category:1960
2023,10/10/2023,Liberia,Presidential,21356,post,22/01/2025,22/01/2025,470,misleading! government s arrest agenda doesn t confirm $5.88bn debt in 2029,https://dubawa.org/misleading-governments-arrest-agenda-doesnt-confirm-5-88bn-debt-in-2029/,1571|3815|1960,category-only,7,category:1960; body:liberia; body:joseph boakai; body:boakai; body:unity party
2023,10/10/2023,Liberia,Presidential,21148,post,28/12/2024,28/12/2024,445,what we know about liberia’s burned capitol building,https://dubawa.org/what-we-know-about-liberias-burned-capitol-building/,1960|1572|123,category-only,8,category:1960; title:liberia; body:monrovia; body:joseph boakai; body:boakai
2023,10/10/2023,Liberia,Presidential,21144,post,28/12/2024,28/12/2024,445,"allegations about amos tweh purchasing lexus 2024 model, false",https://dubawa.org/allegations-about-amos-tweh-purchasing-lexus-2024-model-false/,1960|1571|3812|3815|123,category-only,5,category:1960; body:liberia; body:boakai
2023,10/10/2023,Liberia,Presidential,21140,post,28/12/2024,28/12/2024,445,liberia’s new transport fare and matters arising,https://dubawa.org/liberias-new-transport-fare-and-matters-arising/,1960|1572|3812|3815,category-only,6,category:1960; title:liberia; body:monrovia
2023,10/10/2023,Liberia,Presidential,21104,post,25/12/2024,25/12/2024,442,misleading! liberia electricity corporation has not increased its electricity bill by 76%,https://dubawa.org/misleading-liberia-electricity-corporation-has-not-increased-its-electricity-bill-by-76/,120|1571|1960,category-only,5,category:1960; title:liberia
2023,10/10/2023,Liberia,Presidential,21084,post,21/12/2024,21/12/2024,438,no one has been confirmed dead in white tuesday protest,https://dubawa.org/no-one-has-been-confirmed-dead-in-white-tuesday-protest/,1960|120|1571,category-only,5,category:1960; body:liberia; body:monrovia
2023,10/10/2023,Liberia,Presidential,20983,post,08/12/2024,08/12/2024,425,false to suggest speaker’s office received draft national budget from chief clerk’s office,https://dubawa.org/false-to-suggest-speakers-office-received-draft-national-budget-from-chief-clerks-office/,1960|120|437|1571,category-only,4,category:1960; body:liberia
2023,10/10/2023,Liberia,Presidential,20959,post,04/12/2024,04/12/2024,421,misleading! earthquake didn t occur in voinjama,https://dubawa.org/misleading-earthquake-didnt-occur-in-voinjama/,1571|3812|3815|1960|119,category-only,4,category:1960; body:liberia
2023,10/10/2023,Liberia,Presidential,20956,post,04/12/2024,04/12/2024,421,false! trump has not officially banned gay marriage in america,https://dubawa.org/false-trump-has-not-officially-banned-gay-marriage-in-america/,1571|3812|3815|1960,category-only,4,category:1960; election:election|vote|presidential
2023,10/10/2023,Liberia,Presidential,20924,post,26/11/2024,26/11/2024,413,fake! ministry of education not offering free online courses,https://dubawa.org/fake-ministry-of-education-not-offering-free-online-courses/,1571|4|3812|3815|1960,category-only,4,category:1960; body:liberia
2023,10/10/2023,Liberia,Presidential,20921,post,26/11/2024,26/11/2024,413,office of war and economic crimes courts establishment in liberia gets another head,https://dubawa.org/office-of-war-and-economic-crimes-courts-establishment-in-liberia-gets-another-head/,1960|120,category-only,8,category:1960; title:liberia; body:monrovia; body:joseph boakai; body:boakai
2023,10/10/2023,Liberia,Presidential,20707,post,13/11/2024,13/11/2024,400,hoax! angelina jolie not dead,https://dubawa.org/hoax-angelina-jolie-not-dead-2/,1571|437|1960,category-only,3,category:1960
